x-axis,1
second,Volt
+31.400E-03,+1.275000E+00
+31.500E-03,+1.337500E+00
+31.600E-03,+1.321875E+00
+31.700E-03,+1.321875E+00
+31.800E-03,+1.321875E+00
+31.900E-03,+1.337500E+00
+32.000E-03,+1.337500E+00
+32.100E-03,+1.384375E+00
+32.200E-03,+1.384375E+00
+32.300E-03,+1.353125E+00
+32.400E-03,+1.400000E+00
+32.500E-03,+1.384375E+00
+32.600E-03,+1.915625E+00
+32.700E-03,+1.868750E+00
+32.800E-03,+1.853125E+00
+32.900E-03,+1.821875E+00
+33.000E-03,+1.790625E+00
+33.100E-03,+1.775000E+00
+33.200E-03,+1.275000E+00
+33.300E-03,+1.259375E+00
+33.400E-03,+1.259375E+00
+33.500E-03,+1.290625E+00
+33.600E-03,+1.290625E+00
+33.700E-03,+1.275000E+00
+33.800E-03,+1.306250E+00
+33.900E-03,+1.321875E+00
+34.000E-03,+1.321875E+00
+34.100E-03,+1.353125E+00
+34.200E-03,+1.353125E+00
+34.300E-03,+1.368750E+00
+34.400E-03,+1.400000E+00
+34.500E-03,+1.368750E+00
+34.600E-03,+1.946875E+00
+34.700E-03,+1.868750E+00
+34.800E-03,+1.853125E+00
+34.900E-03,+1.806250E+00
+35.000E-03,+1.806250E+00
+35.100E-03,+1.743750E+00
+35.200E-03,+1.228125E+00
+35.300E-03,+1.228125E+00
+35.400E-03,+1.243750E+00
+35.500E-03,+1.290625E+00
+35.600E-03,+1.290625E+00
+35.700E-03,+1.321875E+00
+35.800E-03,+1.321875E+00
+35.900E-03,+1.306250E+00
+36.000E-03,+1.368750E+00
+36.100E-03,+1.337500E+00
+36.200E-03,+1.353125E+00
+36.300E-03,+1.368750E+00
+36.400E-03,+1.384375E+00
+36.500E-03,+1.368750E+00
+36.600E-03,+1.415625E+00
+36.700E-03,+1.884375E+00
+36.800E-03,+1.837500E+00
+36.900E-03,+1.853125E+00
+37.000E-03,+1.790625E+00
+37.100E-03,+1.790625E+00
+37.200E-03,+1.743750E+00
+37.300E-03,+1.228125E+00
+37.400E-03,+1.259375E+00
+37.500E-03,+1.259375E+00
+37.600E-03,+1.275000E+00
+37.700E-03,+1.321875E+00
+37.800E-03,+1.321875E+00
+37.900E-03,+1.321875E+00
+38.000E-03,+1.353125E+00
+38.100E-03,+1.368750E+00
+38.200E-03,+1.337500E+00
+38.300E-03,+1.384375E+00
+38.400E-03,+1.368750E+00
+38.500E-03,+1.431250E+00
+38.600E-03,+1.415625E+00
+38.700E-03,+1.900000E+00
+38.800E-03,+1.915625E+00
+38.900E-03,+1.868750E+00
+39.000E-03,+1.837500E+00
+39.100E-03,+1.821875E+00
+39.200E-03,+1.790625E+00
+39.300E-03,+1.259375E+00
+39.400E-03,+1.275000E+00
+39.500E-03,+1.290625E+00
+39.600E-03,+1.290625E+00
+39.700E-03,+1.337500E+00
+39.800E-03,+1.353125E+00
+39.900E-03,+1.400000E+00
+40.000E-03,+1.384375E+00
+40.100E-03,+1.368750E+00
+40.200E-03,+1.415625E+00
+40.300E-03,+1.400000E+00
+40.400E-03,+1.400000E+00
+40.500E-03,+1.446875E+00
+40.600E-03,+1.446875E+00
+40.700E-03,+1.431250E+00
+40.800E-03,+1.962500E+00
+40.900E-03,+1.931250E+00
+41.000E-03,+1.900000E+00
+41.100E-03,+1.837500E+00
+41.200E-03,+1.837500E+00
+41.300E-03,+1.837500E+00
+41.400E-03,+1.321875E+00
+41.500E-03,+1.321875E+00
+41.600E-03,+1.368750E+00
+41.700E-03,+1.353125E+00
+41.800E-03,+1.368750E+00
+41.900E-03,+1.400000E+00
+42.000E-03,+1.368750E+00
+42.100E-03,+1.384375E+00
+42.200E-03,+1.431250E+00
+42.300E-03,+1.431250E+00
+42.400E-03,+1.431250E+00
+42.500E-03,+1.462500E+00
+42.600E-03,+1.446875E+00
+42.700E-03,+1.446875E+00
+42.800E-03,+1.978125E+00
+42.900E-03,+1.946875E+00
+43.000E-03,+1.931250E+00
+43.100E-03,+1.900000E+00
+43.200E-03,+1.853125E+00
+43.300E-03,+1.853125E+00
+43.400E-03,+1.337500E+00
+43.500E-03,+1.337500E+00
+43.600E-03,+1.368750E+00
+43.700E-03,+1.368750E+00
+43.800E-03,+1.384375E+00
+43.900E-03,+1.446875E+00
+44.000E-03,+1.431250E+00
+44.100E-03,+1.400000E+00
+44.200E-03,+1.462500E+00
+44.300E-03,+1.431250E+00
+44.400E-03,+1.493750E+00
+44.500E-03,+1.462500E+00
+44.600E-03,+1.431250E+00
+44.700E-03,+1.525000E+00
+44.800E-03,+2.009375E+00
+44.900E-03,+1.962500E+00
+45.000E-03,+1.946875E+00
+45.100E-03,+1.946875E+00
+45.200E-03,+1.915625E+00
+45.300E-03,+1.884375E+00
+45.400E-03,+1.337500E+00
+45.500E-03,+1.321875E+00
+45.600E-03,+1.368750E+00
+45.700E-03,+1.368750E+00
+45.800E-03,+1.400000E+00
+45.900E-03,+1.400000E+00
+46.000E-03,+1.400000E+00
+46.100E-03,+1.446875E+00
+46.200E-03,+1.446875E+00
+46.300E-03,+1.431250E+00
+46.400E-03,+1.446875E+00
+46.500E-03,+1.446875E+00
+46.600E-03,+1.462500E+00
+46.700E-03,+1.478125E+00
+46.800E-03,+1.462500E+00
+46.900E-03,+1.962500E+00
+47.000E-03,+1.946875E+00
+47.100E-03,+1.931250E+00
+47.200E-03,+1.884375E+00
+47.300E-03,+1.853125E+00
+47.400E-03,+1.837500E+00
+47.500E-03,+1.321875E+00
+47.600E-03,+1.337500E+00
+47.700E-03,+1.337500E+00
+47.800E-03,+1.368750E+00
+47.900E-03,+1.368750E+00
+48.000E-03,+1.368750E+00
+48.100E-03,+1.400000E+00
+48.200E-03,+1.400000E+00
+48.300E-03,+1.400000E+00
+48.400E-03,+1.431250E+00
+48.500E-03,+1.415625E+00
+48.600E-03,+1.462500E+00
+48.700E-03,+1.446875E+00
+48.800E-03,+1.446875E+00
+48.900E-03,+1.978125E+00
